-0.75759584,0.01319793,-0.50643578,0.02036213,-0.36439847,-0.16832954,-0.11350043,0.68941992,0.45029318,-0.50238353,-0.06220358,0.34560964,-0.17209473,-0.28257352,-0.32711207,-0.14933300
0.27376538,0.13644508,0.24780184,-0.09490255,0.15073238,-0.04310048,0.20202260,-0.23997004,-0.33540544,0.47610251,0.11848061,-0.70004811,0.48628699,-0.32273254,-0.33694900,0.02183716
-0.62396764,-0.06214107,0.36935016,0.11632799,-0.01200409,-0.26383606,-0.26851148,0.19590812,0.35148761,-0.31718077,-0.44009782,0.23106339,0.34579806,-0.07956960,0.38331914,0.38928094
-0.21707460,0.24371704,0.26142470,-0.34978944,0.22128471,0.39489292,-0.46231398,0.40433860,0.12501384,-0.50667371,-0.02127819,-0.44293543,-0.14398540,0.35397715,-0.08482017,0.19120637
0.39756959,0.35367062,-0.51551905,0.15147607,0.26984281,-0.21303425,-0.00598481,-0.29277354,0.17433938,0.38759453,-0.51541328,0.52500901,-0.18739136,0.03469722,-0.16605610,0.14620457
-0.06989082,0.42957958,0.12059076,0.10614749,-0.12315445,-0.32545408,0.04190355,0.14293026,0.46103330,-0.22066384,0.58978269,-0.14713473,-0.54905876,-0.30710266,-0.10814902,-0.50515802
-0.56003676,0.34275093,0.17856018,-0.18899014,0.31209439,0.15108889,0.04609910,-0.59614695,0.30644616,-0.25373239,0.33949681,0.52094908,0.05615444,-0.49709334,0.18531706,-0.30247235
-0.37345542,-0.09090512,-0.15440617,0.50433058,-0.46219935,0.24001760,0.54648672,-0.27855819,0.14386135,0.32880798,0.11465783,0.08767715,0.13234286,0.47652729,-0.19344344,0.50889799
0.15116160,-0.59164929,0.44427285,-0.11408022,-0.10160479,0.04264993,-0.32172644,0.13080732,-0.13438454,-0.45632664,-0.13214558,0.19745718,-0.21050267,-0.27732329,-0.03448673,-0.10712121
-0.01048893,-0.03365191,-0.07128346,-0.03578298,-0.04392348,-0.14411843,-0.44546957,-0.20184106,0.00801828,-0.36032150,-0.07715289,0.18104776,-0.39084491,0.50149930,0.02669807,0.56854729
